ID	hIndex	paperNum	citationSum	zeroModelTN	country
2534083341	1	1	2	1	CA
2500544163	2	6	11	1	AE
2281721836	16	35	1403	1	IL
2100951023	2	4	166	1	IL
2301950271	24	75	2220	1	GB
2217777545	40	96	6361	1	US
303149458	1	2	2	1	SE
2798783131	5	18	121	1	FR
2805690173	2	4	5	1	FR
2019062196	16	82	1078	1	IT
2095425336	2	3	21	1	GR
2147099728	16	56	725	1	NL
2137603918	22	49	7445	1	US
2489648997	4	8	96	1	CH
2175996650	1	3	5	1	GB
2310322613	4	4	31	1	SG
2199940887	0	2	0	1	US
343451649	2	2	76	1	GB
2719400295	1	2	1	1	
2976649223	0	1	0	1	US
2594426199	38	137	4776	1	SG
2974785736	4	8	31	1	SG
268055191	18	176	1289	1	NZ
293715001	9	89	324	1	US
2645336224	1	1	5	1	
1878213703	1	5	2	1	
2971359188	0	1	0	1	CA
2654220912	0	1	0	1	CA
2141838361	2	4	11	1	CA
2274852307	3	3	17	1	CA
2149185609	2	2	37	1	CA
2102798150	12	61	357	1	CA
2471237152	7	29	174	1	PR
2300133930	10	106	282	1	JP
2764544553	2	4	8	1	NL
2130285077	30	187	2983	1	IL
2275938019	5	13	50	1	JP
2615755404	9	43	373	1	CN
2776393052	4	5	229	1	US
2007479049	18	96	1355	1	GB
2699747739	1	1	1	1	CN
2899301648	1	4	7	1	CN
2947652014	0	1	0	1	CN
2641817163	3	4	24	1	CN
2397877798	6	15	108	1	CN
2808153612	1	3	6	1	CN
2305394960	11	20	371	1	CN
2973392622	0	1	0	1	
2688723635	3	5	38	1	CN
2109140730	1	1	3	1	CN
2153169755	5	16	105	1	CN
2245409881	6	16	150	1	US
2229320833	0	10	0	1	BR
2223318118	1	15	1	1	BR
2140379218	5	30	282	1	BR
2023034480	7	21	224	1	US
2602128227	4	5	81	1	CA
2244247477	6	9	133	1	CA
2103566335	7	48	346	1	JP
146017284	6	28	214	1	CH
2199665864	24	144	3374	1	US
2106788355	29	81	3858	1	US
2230865668	6	12	335	1	GB
2032714081	36	119	8332	1	GB
2629168520	1	1	4	1	
624458722	13	37	419	1	GB
2478935212	1	1	17	1	
2149832105	20	183	1272	1	ES
1165076649	12	68	471	1	DE
2189967196	4	12	41	1	JP
2038216534	46	296	12091	1	AU
1840429485	7	26	125	1	PL
2171257868	15	35	4207	1	US
2130294491	2	3	7	1	CZ
235507199	44	132	6857	1	CA
2161719457	6	11	176	1	US
2692059240	2	4	10	1	US
137675174	8	19	259	1	DE
2098910421	35	112	10779	1	CA
2086740601	2	9	7	1	JP
2706791897	4	6	107	2	CA
2088000343	18	68	1396	2	CA
2075917035	18	33	1125	2	RU
59446286	48	190	11095	2	US
2171486311	5	21	170	2	US
2638241340	1	1	12	2	CA
2059506051	24	83	2219	2	US
2180706138	58	372	21514	2	US
2168391217	7	14	298	2	CA
2050841350	18	50	834	2	CA
1964658237	75	231	41672	2	US
2151264347	32	135	5384	2	IL
2079447303	47	138	20094	2	US
1906554206	23	121	1801	2	US
2141683438	8	9	253	2	US
2097760231	4	13	209	2	IL
1996818041	3	16	62	2	IL
2115566128	14	39	674	2	IL
2089811026	29	84	3506	2	IL
2038092830	17	79	1052	2	IL
2312279920	1	2	5	2	IL
581767464	34	90	7325	2	IL
60337141	4	18	71	2	US
2107195043	2	5	9	2	IL
232442126	2	8	16	2	IL
2426131985	42	232	5810	2	US
2406640161	2	9	21	2	IL
65538393	75	427	26811	2	IL
2149966762	19	108	1641	2	IL
2508722236	2	4	7	2	IL
466258520	56	267	14655	2	US
48761726	26	67	2128	2	IL
2228927042	12	32	513	2	IL
2116728409	6	10	88	2	IL
2951865399	3	3	51	2	US
2078572054	2	2	25	2	IL
168699463	12	39	317	2	IL
2022197843	14	30	727	2	IL
2467495055	10	14	584	2	US
1023361224	79	297	30084	2	IL
2198148421	29	135	4466	2	IL
75917667	6	12	234	2	FR
625447375	33	208	3783	2	US
2400605117	1	1	6	2	FR
2306779755	2	2	24	2	VN
45772557	3	9	22	2	FR
2688611048	2	2	132	2	
2675050837	1	1	36	2	IT
2892844718	11	37	301	2	RU
2082468712	5	11	142	2	US
323816932	6	16	102	2	CA
1908522208	19	98	1252	2	FR
2397979562	1	1	1	2	
2153140827	25	65	4035	2	US
672946669	49	219	12116	2	IL
2121348433	4	5	166	2	US
528588921	58	391	23143	2	ES
2163096604	36	66	9506	2	US
239255947	5	7	135	2	US
2609124786	8	13	1841	2	US
2142388449	11	20	1944	2	US
2505089899	51	536	10997	2	US
14172422	25	140	1532	2	GR
2403412554	13	24	1630	2	US
2065464292	32	89	4068	2	US
2695385476	36	204	8535	2	AT
2119413149	27	35	3534	2	US
2221798127	29	65	3649	2	IL
1920008803	11	15	1300	2	US
687553606	60	262	21029	2	US
218354731	37	111	4330	2	IL
2695504174	4	4	163	2	US
2952423554	2	6	57	2	US
2192181679	11	19	436	2	US
2340126708	10	58	392	2	IL
2140912314	49	138	17879	2	US
259249205	35	174	12321	2	IT
85537834	49	191	9983	2	US
2509989645	6	9	175	2	US
2895689540	10	15	1102	2	US
2297071937	34	169	5535	2	US
695545146	62	224	41090	2	US
1577021311	47	162	12537	2	IL
112114108	18	82	1695	2	US
1543553562	5	7	46	2	IL
1988895913	17	111	947	2	US
2239053892	36	125	9934	2	IL
2119055367	0	2	0	2	IL
2144633556	25	56	6801	2	IL
2021686850	38	100	30409	2	US
137426811	44	173	7271	2	IL
2252608274	43	374	8932	2	IL
2310067237	19	47	1221	2	DE
307687659	47	204	9128	2	IL
2046831784	3	7	26	2	IL
1736923	28	164	2535	2	IL
112407019	23	41	2004	2	US
2973268735	2	2	15	2	IL
74094003	56	189	9669	2	US
2205155946	7	28	171	2	US
2308321853	7	14	311	2	US
2624809319	6	11	109	2	US
1997232351	1	2	2	2	US
2160692822	1	3	9	2	US
2109620375	5	11	98	2	US
685665164	35	204	5465	2	US
2811050486	2	8	13	2	US
2952254962	4	8	36	2	IL
1633922242	5	8	147	2	US
2109128626	12	29	520	2	US
2283780060	37	233	4841	2	IS
2416164380	1	4	2	2	US
2060841099	9	14	373	2	US
2134590396	39	272	6912	2	HK
2024860705	17	114	1432	2	DE
2167481058	37	175	6645	2	US
2042399643	3	12	20	2	US
2128673820	11	18	366	2	US
2155763988	3	10	24	2	US
2220962793	32	96	8369	2	US
2133936121	9	34	284	2	US
1926448179	9	36	250	2	US
2916808387	1	1	11	2	
2916482305	17	31	1358	2	US
2117192935	1	1	9	2	US
2485870222	5	6	244	2	US
2433019474	1	1	56	2	US
2140973757	29	71	6303	2	US
2950004982	10	18	594	2	US
1973311943	10	26	1022	2	US
2155908260	9	24	321	2	US
1678590764	2	7	81	2	SG
2664353240	1	1	1	2	SG
2135046130	3	5	32	2	SG
2282438299	3	5	14	2	SG
2644423967	1	1	2	2	SG
2500819538	4	5	53	2	SG
2131755178	20	35	3493	2	US
2660505351	1	1	1	2	SG
2041442269	19	102	1124	2	DE
2499197179	1	1	5	2	DE
2973244808	1	1	1	2	DE
2496699178	1	1	2	2	DE
2173965616	7	11	277	2	DE
2988045038	0	1	0	2	
2005288510	9	26	177	2	US
2101253922	32	109	3664	2	US
1862324084	8	13	475	2	US
2157778870	8	13	105	2	US
2116261585	11	16	371	2	US
231376297	8	14	119	2	DE
2042034531	9	35	218	2	US
33342358	12	23	463	2	DE
2139301491	10	42	329	2	ES
2110226825	18	54	1293	2	US
62093435	4	16	101	2	US
2063807757	8	26	194	2	ES
2137375940	6	10	124	2	ES
201894824	9	10	562	2	US
2142909920	11	25	356	2	US
1964007461	9	34	268	2	DE
2014405324	18	78	1022	2	DE
2082517656	13	36	541	2	DE
1233423186	6	22	119	2	DE
2122815661	8	12	213	2	DE
2918209420	6	12	283	2	AT
2106877492	4	5	147	2	GB
2698333475	1	1	16	2	SG
2307053272	1	1	14	2	CN
2988100286	0	1	0	2	CN
2983786517	0	2	0	2	CN
2746479320	0	1	0	2	CN
2296351871	0	2	0	2	CN
2992577280	0	1	0	2	CN
2916202568	1	3	1	2	CN
2711692721	2	3	27	2	CN
2807961285	1	1	1	2	CN
2162889279	3	9	25	2	CN
2539519177	71	370	21035	2	CN
2925033389	6	9	188	2	GB
2136008483	1	1	82	2	CN
2115469515	2	3	18	2	CN
2305114675	2	2	13	2	US
2785849389	1	3	2	2	US
2159433788	3	6	24	2	US
2245690746	1	1	1	2	US
2028079677	5	7	170	2	US
2154163602	1	2	8	2	US
2241492665	2	2	8	2	US
2164262466	2	2	13	2	US
2974901597	1	1	4	2	US
2110255144	2	2	24	2	US
2484801200	1	1	3	2	US
2387146990	1	1	1	2	US
2123431559	1	1	14	2	US
189367695	2	2	14	2	US
2091557250	3	3	73	2	US
2681427732	2	3	46	2	US
2974908925	1	1	4	2	US
2097255504	3	5	39	2	US
2489688838	1	1	4	2	US
2226717002	1	1	25	2	US
2154186787	5	7	62	2	US
2183060412	2	2	7	2	US
2582934666	3	4	29	2	US
2225778845	1	1	6	2	US
2229191567	3	3	68	2	US
2305089846	3	3	106	2	US
2063601474	20	59	1423	2	US
2066954630	14	65	1086	2	IT
436956381	4	10	208	2	IT
210997763	15	75	803	2	IT
1525480559	5	8	369	2	IT
2974184888	3	3	133	2	IT
2110397711	21	103	1711	2	IT
290762400	35	168	4296	2	FR
1999595270	24	154	3266	2	IT
1984858678	4	6	92	2	FR
2311194362	3	12	27	2	FR
2169382800	3	6	24	2	IT
19304791	12	53	444	2	FR
679379806	23	118	2210	2	IT
2101576325	1	2	3	2	IT
2279515688	5	18	68	2	IT
2124554048	3	14	33	2	IT
2140268964	2	6	21	2	IT
1968084045	3	10	41	2	IT
2551252564	1	1	1	2	
2302936422	3	4	23	2	IT
2680318186	1	1	12	2	IT
2698596734	0	1	0	2	
2115263135	12	84	675	2	GB
2286487548	1	2	3	2	IT
2501117630	2	2	4	2	IT
2122959006	10	35	603	2	US
2229591304	2	9	14	2	IT
2973370495	1	1	3	2	IT
2166386798	4	8	42	2	US
2497199368	1	1	20	2	US
2026582109	5	6	197	2	US
2040911003	5	5	422	2	US
2562051026	1	1	12	2	CA
2154627022	20	30	2478	2	US
2346451400	1	1	30	2	HK
2562792748	1	1	12	2	CA
213069015	14	35	866	2	JP
2111010835	4	6	160	2	US
2462892001	2	2	19	2	US
2949008221	0	1	0	2	US
2156646468	5	8	70	2	IN
2780171825	1	1	10	2	
1921662887	1	1	24	2	
2237787766	5	19	76	2	CN
2118170635	6	11	146	2	CA
2806995260	1	1	17	2	SG
680202844	8	24	250	2	US
2303414676	1	1	33	2	US
2785321181	1	1	1	2	US
2106017358	16	30	1121	2	US
2092550336	49	83	23378	2	US
2607997978	3	4	77	2	US
2841452429	2	3	8	2	CH
2776567126	2	4	12	2	ES
2315369149	3	5	20	2	DE
2893738150	15	32	2665	2	US
2710700157	1	2	2	2	ES
2003799564	2	4	9	2	CH
211615551	27	153	2339	2	ES
2553448188	1	1	14	2	ES
2496270914	1	1	2	2	ES
2660846484	1	1	9	2	CN
2132449268	0	2	0	2	CN
2538567490	1	1	7	2	CN
2948082367	2	3	13	2	US
2107277143	15	50	861	2	HK
2648049239	2	2	13	2	CN
2225885449	2	3	13	2	CN
2405680873	2	3	15	2	CN
2164425708	3	4	31	2	CN
2585947988	2	3	105	2	CN
2305980082	11	50	552	2	US
2307432159	1	1	15	2	CN
2642961814	1	1	7	2	
2921106237	0	2	0	2	
2575707941	1	1	29	2	CA
2416705043	5	5	290	2	CA
2097677849	1	1	11	2	CA
2179832770	24	129	2502	2	CA
2338881817	1	1	13	2	CA
2488372476	1	1	13	2	US
2973338492	1	1	6	2	RU
2573467308	1	1	3	2	BY
2069638805	15	86	762	2	US
2639341569	1	1	9	2	RU
2973702543	1	1	1	2	RU
2141313922	58	393	15863	2	US
1572221536	11	16	327	2	RO
690502127	36	106	6169	2	US
2146945620	11	29	296	2	US
2280240425	2	2	43	2	US
85442675	27	136	2554	2	FR
2777441337	2	2	15	2	US
2517257480	1	1	19	2	US
1974462534	19	56	2716	2	US
1873589706	2	2	9	2	RO
2153449647	13	41	643	2	US
2224950082	6	12	207	2	RO
2312128605	6	10	148	2	US
140868614	7	20	118	2	RO
2110790756	6	7	182	2	US
1949796049	4	5	410	2	US
226544634	16	44	1533	2	US
1996933008	3	13	60	2	US
2010700214	4	6	89	2	US
37798284	31	130	3025	2	CH
2136170053	60	128	16589	2	US
177723859	2	2	109	2	US
9630291	10	19	365	2	US
2006703240	5	19	44	2	CA
1969807246	10	41	331	2	US
2290554107	7	20	131	2	ES
2973787369	3	4	175	2	US
2106332010	7	8	410	2	US
148457611	16	22	1048	2	US
2207778430	6	19	115	2	US
2001773402	5	20	73	2	FR
104576706	3	5	23	2	RO
1205501241	32	92	7497	2	US
2141712632	4	9	84	2	US
2133369893	12	52	424	2	CA
2130310163	15	30	2906	2	US
2579064855	1	1	3	2	US
2153957898	13	81	649	2	US
2250824964	10	13	890	2	US
1983770635	8	8	382	2	US
2103576439	5	9	100	2	US
1972692845	60	202	16737	2	US
2721173362	9	10	2530	2	US
2030385978	4	10	287	2	US
159232853	17	45	2869	2	IL
2684758656	3	29	23	2	US
2671213156	0	1	0	2	
2538581133	0	1	0	2	DE
2488122821	1	1	3	2	PL
2629332832	1	4	7	2	US
2809991949	0	2	0	2	
1158820421	7	22	145	2	PL
2169869793	5	15	62	2	DE
2161758557	1	2	1	2	US
2477666811	4	5	21	2	CO
2278070524	2	2	35	2	IL
2167342058	5	11	77	2	IL
2122497617	49	380	12854	2	IL
2973906317	1	1	2	2	
2138965241	3	4	111	2	GB
2951797732	5	10	170	2	IL
2806147987	1	1	5	2	IL
2109453873	3	4	53	2	IL
2069297863	1	1	4	2	PL
2781225488	2	7	14	2	HU
2326417670	1	1	3	2	IL
112693268	2	7	19	2	IL
2132117128	6	31	103	2	US
2119879193	2	4	73	2	IL
2974006941	1	1	8	2	US
1981598359	4	5	123	2	FR
1943916854	2	5	10	2	IL
2158692021	3	3	38	2	US
2973884580	1	1	9	2	
247381084	2	6	33	2	FR
2469786423	1	1	27	2	US
2165255905	2	2	110	2	US
2660388598	1	1	14	2	US
1981506900	3	3	49	2	
2099223055	16	41	822	2	US
2285706928	11	22	528	2	US
1781151599	12	26	611	2	CA
2138640236	40	155	7307	2	HK
2097492187	16	19	919	2	HK
2087742686	9	13	10360	2	US
2690676148	19	79	1333	2	CN
2570756920	1	1	50	2	CN
2882992406	7	18	319	2	HK
2555444972	2	2	103	2	CN
2136533479	2	4	5	2	AU
2973636919	1	1	26	2	HK
2936967932	1	1	1	2	
2904363521	1	1	1	2	CN
2974461636	2	2	28	2	CN
2581417468	28	51	4899	2	HK
2687502500	3	11	58	2	US
2309759300	2	5	32	2	US
670441422	2	14	23	2	US
2138152372	1	1	2	2	HK
2800302615	1	2	1	2	
2174143881	5	7	63	2	US
2095661365	42	75	12266	2	US
2229920349	1	1	1	2	US
2428838387	3	5	22	2	US
248913242	2	3	16	2	US
2227045488	1	1	4	2	GB
2469209240	21	67	1874	2	US
1983625307	2	2	21	2	US
2206944258	3	4	33	2	US
1982603120	4	11	44	2	US
2135317925	2	6	17	2	FR
2005695814	3	5	27	2	LU
2116084724	5	7	121	2	FR
54666881	4	8	52	2	FR
2558512615	14	56	573	2	FR
2298090107	0	1	0	2	CN
2158354738	15	35	1346	2	CN
2633202905	1	1	4	2	CN
2719411648	0	1	0	2	CN
2860389802	0	1	0	2	CN
2115376947	6	11	156	2	CN
2109971594	2	3	7	2	CN
2250489510	12	19	426	2	CN
2109273907	1	1	5	2	CN
2985768164	1	1	4	2	US
2660357949	2	2	79	2	US
2790128081	2	2	14	2	US
2561402031	4	10	46	2	US
2144418927	31	117	5578	2	US
1982523417	41	115	5638	2	US
2708063425	2	2	77	2	US
2704348078	1	1	20	2	US
2311769173	35	91	4450	2	US
2432491675	1	1	19	2	
2307985067	1	1	9	2	US
2132256444	7	25	178	2	US
2709640782	1	1	4	2	BR
2712883250	1	1	8	2	BR
2014469688	22	33	3166	2	US
2156579430	22	33	11388	2	US
2131119256	2	2	15	2	US
2504802465	1	1	3	2	BR
2634134551	1	1	7	2	US
2506400042	2	2	15	2	US
2464094287	27	54	7633	2	US
2588615337	10	28	4804	2	BR
1918585930	1	1	27	2	DE
2125526020	1	1	1	2	DE
77527630	2	3	5	2	DE
1984385966	4	14	43	2	DE
2147990803	2	3	12	2	DE
2973247359	0	1	0	2	
319296805	2	2	11	2	DE
2893344064	3	3	44	2	US
2228214841	2	2	6	2	DE
2493511608	0	1	0	2	DE
2516250065	1	1	27	2	DE
2893260872	8	20	283	2	DE
1703574154	2	2	5	2	DE
2060498144	4	11	160	2	DE
2106782790	1	1	49	2	US
2396143621	0	1	0	2	
2133740199	3	4	42	2	US
2082858665	3	3	44	2	US
2063578050	7	14	171	2	US
2241592855	16	26	2825	2	US
2481995357	1	3	2	2	US
2131840961	26	54	5352	2	US
1430130186	25	50	2064	2	US
1245268685	5	6	68	2	US
2626420173	1	1	11	2	US
2163997543	4	6	46	2	US
2571285390	3	3	32	2	GB
2430249115	1	1	8	2	
1973851597	2	2	9	2	US
2288746189	2	2	157	2	US
2803421804	8	11	498	2	US
2411849243	2	2	34	2	
2304093636	15	42	1545	2	US
420240630	8	15	510	2	US
2023685608	36	76	15161	2	US
2222871391	2	2	7	2	US
2107816444	8	27	165	2	US
2005585989	2	2	4	2	
2132136220	16	90	816	2	US
2105268970	15	41	1456	2	US
2125164433	1	1	49	2	US
2494194235	1	2	3	2	US
2147729234	79	278	25883	2	CN
2135932903	2	3	21	2	KR
2160583176	5	10	149	2	US
2406458286	0	1	0	2	
2573792838	0	1	0	2	KR
2109829331	5	5	116	2	KR
2167032303	47	176	8146	2	CN
2096334343	1	1	6	2	KR
2133408827	2	4	27	2	KR
2433496989	1	1	7	2	KR
2161560681	0	1	0	2	KR
2951716708	4	6	59	2	KR
2490792621	0	1	0	2	KR
2150665331	2	8	15	2	KR
2568638983	1	1	3	2	
2892651548	1	2	7	2	US
2929716345	0	1	0	2	US
2801204229	1	1	10	2	US
2419729910	1	2	2	2	US
2152650930	4	7	50	2	US
199442883	14	34	805	2	US
2944550940	0	1	0	2	US
2713928370	1	1	6	2	
2251559927	13	25	1156	2	US
2125466016	9	19	324	2	US
2401047589	16	40	1099	2	US
2127733850	34	104	3830	2	US
2974661210	1	1	24	2	US
2558072121	5	31	79	2	DE
480876893	6	30	86	2	DE
2798992185	1	5	2	2	
2625873615	0	1	0	2	
2288892287	4	9	141	2	US
2483952815	7	11	202	2	US
2139066084	7	8	247	2	US
2083222649	10	18	354	2	US
602257659	30	83	2740	2	US
969023723	5	9	295	2	CH
2045211124	9	13	475	2	US
2124264426	2	4	80	2	CH
2228351533	1	1	2	2	US
2155466090	15	55	946	2	US
2229039439	5	5	152	2	DK
2676314937	1	2	9	2	NL
1961305742	26	90	2860	2	IN
26949446	6	11	253	2	US
221931099	2	2	113	2	DE
2056125625	6	11	128	2	DE
42605653	38	175	7892	2	DE
294596595	35	94	4058	2	US
2139647612	41	120	5625	2	US
211497782	20	92	1706	2	US
2096597339	27	39	5915	2	FR
694493417	42	129	6593	2	FR
2154115838	63	551	16549	2	US
2106747418	16	44	1047	2	GB
2950184610	10	11	547	2	CA
2623494704	36	280	5057	2	LU
2402392341	1	1	1	2	IL
2081863030	9	12	372	2	IL
2114110987	1	1	8	2	US
2404485160	1	1	1	2	US
2179236157	4	5	1440	2	IL
2146370811	58	193	12223	2	US
2105927184	49	172	10626	2	CH
41634159	11	16	591	2	CA
427806604	52	275	20315	2	IL
2153812614	5	5	194	2	US
2466583516	1	1	16	2	IL
2498341504	1	1	1	2	US
2394642088	1	1	4	2	US
2163955097	13	38	537	2	US
711546218	25	91	3804	2	US
2171927035	14	22	602	2	CA
2308947350	15	51	655	2	CA
2516084954	1	1	2	2	PK
2253345915	2	4	184	2	US
2952980122	12	28	655	2	JP
2133749970	28	68	2903	2	US
2111526808	1	1	13	2	KR
2718183971	1	1	146	2	FR
2111361267	3	3	69	2	FR
2163230917	2	2	8	2	FR
2194463949	19	44	1658	2	ES
2103645440	2	3	24	2	FR
1992849908	5	5	66	2	FR
243151026	14	37	932	2	IL
146467676	7	11	424	2	ES
1982521999	8	18	753	2	IL
325041896	11	21	380	2	IL
368272122	16	39	870	2	IL
2113608994	2	3	9	2	FR
2141680069	1	1	6	2	FR
2229814270	1	1	3	2	FR
2555230896	1	1	7	2	FR
680163530	24	84	3423	2	FR
2559880882	1	1	7	2	FR
2315887685	5	10	88	2	US
2598863042	1	1	9	2	US
2142733814	1	1	16	2	US
2130745757	1	1	9	2	US
2137890755	24	65	2124	2	US
393896382	11	53	351	2	US
2015814682	9	32	214	2	DE
250841333	31	138	4591	2	US
2088476081	2	2	22	2	US
104335868	9	28	584	2	SE
2134243645	4	6	81	2	US
2009475013	11	26	419	2	US
2951237883	13	28	693	2	US
2990358332	4	7	71	2	US
2952369212	0	1	0	2	US
2700172565	9	17	180	2	US
2893652513	4	4	300	2	US
2487429372	3	3	15	2	US
2320630284	22	65	1710	2	US
2125353484	3	6	16	2	US
2048015299	19	106	1268	2	DE
2303608523	7	59	262	2	US
2102135011	26	84	3995	2	US
2123053512	19	72	1683	2	US
2633484956	8	20	603	2	US
2987776982	6	7	111	2	DE
2140873248	12	45	487	2	US
2232061453	4	7	111	2	US
265287211	12	47	650	2	US
2099398193	8	20	274	2	US
2210890350	5	10	111	2	US
2231754994	3	3	30	2	US
2947833032	7	14	116	2	US
2094630869	3	5	81	2	US
2277136547	3	5	126	2	US
1966158927	10	44	394	2	US
2137935359	8	10	754	2	US
2680292106	3	3	139	2	US
2095704547	1	2	2	2	US
2631869258	1	4	1	2	US
2238340229	1	2	3	2	US
2084199409	1	1	26	2	US
2911175699	0	1	0	2	
2199548342	22	69	1661	2	US
2128440110	1	2	1	2	US
2633507449	1	1	5	2	US
2910905071	0	1	0	2	
