ID	TN
2950004982	2
1973311943	2
2155908260	2
1678590764	2
2664353240	2
2135046130	2
2282438299	2
2644423967	2
2500819538	2
2131755178	2
2660505351	2
2041442269	2
2499197179	2
2973244808	2
2496699178	2
2173965616	2
2988045038	2
2005288510	2
2101253922	2
1862324084	2
2157778870	2
2116261585	2
231376297	2
2042034531	2
33342358	2
2139301491	2
2110226825	2
62093435	2
2063807757	2
2137375940	2
201894824	2
2142909920	2
1964007461	2
2014405324	2
2082517656	2
1233423186	2
2122815661	2
2918209420	2
2106877492	2
2698333475	2
2307053272	2
2988100286	2
2983786517	2
2746479320	2
2296351871	2
2992577280	2
2916202568	2
2711692721	2
2807961285	2
2162889279	2
2539519177	2
2925033389	2
2136008483	2
2115469515	2
2305114675	2
2785849389	2
2159433788	2
2245690746	2
2028079677	2
2154163602	2
2241492665	2
2164262466	2
2974901597	2
2110255144	2
2484801200	2
2387146990	2
2123431559	2
189367695	2
2091557250	2
2681427732	2
2974908925	2
2097255504	2
2489688838	2
2226717002	2
2154186787	2
2183060412	2
2582934666	2
2225778845	2
2229191567	2
2305089846	2
2063601474	2
2066954630	2
436956381	2
210997763	2
1525480559	2
2974184888	2
2110397711	2
290762400	2
1999595270	2
1984858678	2
2311194362	2
2169382800	2
19304791	2
679379806	2
2101576325	2
2279515688	2
2124554048	2
2140268964	2
1968084045	2
2551252564	2
2302936422	2
2680318186	2
2698596734	2
2115263135	2
2286487548	2
2501117630	2
2122959006	2
2229591304	2
2973370495	2
2166386798	2
2497199368	2
2026582109	2
2040911003	2
2562051026	2
2154627022	2
2346451400	2
2562792748	2
213069015	2
2111010835	2
2462892001	2
2949008221	2
2156646468	2
2780171825	2
1921662887	2
2237787766	2
2118170635	2
2806995260	2
680202844	2
2303414676	2
2785321181	2
2106017358	2
2092550336	2
2607997978	2
2841452429	2
2776567126	2
2315369149	2
2893738150	2
2710700157	2
2003799564	2
211615551	2
2553448188	2
2496270914	2
2660846484	2
2132449268	2
2538567490	2
2948082367	2
2107277143	2
2648049239	2
2225885449	2
2405680873	2
2164425708	2
2585947988	2
2305980082	2
2307432159	2
2642961814	2
2921106237	2
2575707941	2
2416705043	2
2097677849	2
2179832770	2
2338881817	2
2488372476	2
2973338492	2
2573467308	2
2069638805	2
2639341569	2
2973702543	2
2141313922	2
1572221536	2
690502127	2
2146945620	2
2280240425	2
85442675	2
2777441337	2
2517257480	2
1974462534	2
1873589706	2
2153449647	2
2224950082	2
2312128605	2
140868614	2
2110790756	2
1949796049	2
226544634	2
1996933008	2
2010700214	2
37798284	2
2136170053	2
177723859	2
9630291	2
2006703240	2
1969807246	2
2290554107	2
2973787369	2
2106332010	2
148457611	2
2207778430	2
2001773402	2
104576706	2
1205501241	2
2141712632	2
2133369893	2
2130310163	2
2579064855	2
2153957898	2
2250824964	2
1983770635	2
2103576439	2
1972692845	2
2721173362	2
2030385978	2
159232853	2
2684758656	2
2671213156	2
2538581133	2
2488122821	2
2629332832	2
2809991949	2
1158820421	2
2169869793	2
2161758557	2
2477666811	2
2278070524	2
2167342058	2
2122497617	2
2973906317	2
2138965241	2
2951797732	2
2806147987	2
2109453873	2
2069297863	2
2781225488	2
2326417670	2
112693268	2
2132117128	2
2119879193	2
2974006941	2
1981598359	2
1943916854	2
2158692021	2
2973884580	2
247381084	2
2469786423	2
2165255905	2
2660388598	2
1981506900	2
2099223055	2
2285706928	2
1781151599	2
2138640236	2
2097492187	2
2087742686	2
2690676148	2
2570756920	2
2882992406	2
2555444972	2
2136533479	2
2973636919	2
2936967932	2
2904363521	2
2974461636	2
2581417468	2
2687502500	2
2309759300	2
670441422	2
2138152372	2
2800302615	2
2174143881	2
2095661365	2
2229920349	2
2428838387	2
248913242	2
2227045488	2
2469209240	2
1983625307	2
2206944258	2
1982603120	2
2135317925	2
2005695814	2
2116084724	2
54666881	2
2558512615	2
2298090107	2
2158354738	2
2633202905	2
2719411648	2
2860389802	2
2115376947	2
2109971594	2
2250489510	2
2109273907	2
2985768164	2
2660357949	2
2790128081	2
2561402031	2
2144418927	2
1982523417	2
2708063425	2
2704348078	2
2311769173	2
2432491675	2
2307985067	2
2132256444	2
2709640782	2
2712883250	2
2014469688	2
2156579430	2
2131119256	2
2504802465	2
2634134551	2
2506400042	2
2464094287	2
2588615337	2
1918585930	2
2125526020	2
77527630	2
1984385966	2
2147990803	2
2973247359	2
319296805	2
2893344064	2
2228214841	2
2493511608	2
2516250065	2
2893260872	2
1703574154	2
2060498144	2
2106782790	2
2396143621	2
2133740199	2
2082858665	2
2063578050	2
2241592855	2
2481995357	2
2131840961	2
1430130186	2
1245268685	2
2626420173	2
2163997543	2
2571285390	2
2430249115	2
1973851597	2
2288746189	2
2803421804	2
2411849243	2
2304093636	2
420240630	2
2023685608	2
2222871391	2
2107816444	2
2005585989	2
2132136220	2
2105268970	2
2125164433	2
2494194235	2
2147729234	2
2135932903	2
2160583176	2
2406458286	2
2573792838	2
2109829331	2
2167032303	2
2096334343	2
2133408827	2
2433496989	2
2161560681	2
2951716708	2
2490792621	2
2150665331	2
2568638983	2
2892651548	2
2929716345	2
2801204229	2
2419729910	2
2152650930	2
199442883	2
2944550940	2
2713928370	2
2251559927	2
2125466016	2
2401047589	2
2127733850	2
2974661210	2
2558072121	2
480876893	2
2798992185	2
2625873615	2
2288892287	2
2483952815	2
2139066084	2
2083222649	2
602257659	2
969023723	2
2045211124	2
2124264426	2
2228351533	2
2155466090	2
2229039439	2
2676314937	2
1961305742	2
26949446	2
221931099	2
2056125625	2
42605653	2
294596595	2
2139647612	2
211497782	2
2096597339	2
694493417	2
2154115838	2
2106747418	2
2950184610	2
2623494704	2
2402392341	2
2081863030	2
2114110987	2
2404485160	2
2179236157	2
2146370811	2
2105927184	2
41634159	2
427806604	2
2153812614	2
2466583516	2
2498341504	2
2394642088	2
2163955097	2
711546218	2
2171927035	2
2308947350	2
2516084954	2
2253345915	2
2952980122	2
2133749970	2
2111526808	2
2718183971	2
2111361267	2
2163230917	2
2194463949	2
2103645440	2
1992849908	2
243151026	2
146467676	2
1982521999	2
325041896	2
368272122	2
2113608994	2
2141680069	2
2229814270	2
2555230896	2
680163530	2
2559880882	2
2315887685	2
2598863042	2
2142733814	2
2130745757	2
2137890755	2
393896382	2
2015814682	2
250841333	2
2088476081	2
104335868	2
2134243645	2
2009475013	2
2951237883	2
2990358332	2
2952369212	2
2700172565	2
2893652513	2
2487429372	2
2320630284	2
2125353484	2
2048015299	2
2303608523	2
2102135011	2
2123053512	2
2633484956	2
2987776982	2
2140873248	2
2232061453	2
265287211	2
2099398193	2
2210890350	2
2231754994	2
2947833032	2
2094630869	2
2277136547	2
1966158927	2
2137935359	2
2680292106	2
2095704547	2
2631869258	2
2238340229	2
2084199409	2
2911175699	2
2199548342	2
2128440110	2
2633507449	2
2910905071	2
2958055275	2
2912010721	2
2009891752	2
91241578	2
2908293914	2
2650644967	2
2224865054	2
2807014482	2
787459330	2
2806629748	2
2032635137	2
325222109	2
2973661150	2
2142139707	2
2973500050	2
2176212337	2
1978500040	2
668754370	2
1254115293	2
2312824118	2
2209337424	2
2974894283	2
2502936125	2
2951042039	2
2947343038	2
2320464254	2
281042546	2
2193228104	2
29674492	2
2144332173	2
2683103358	2
1824544913	2
1075205295	2
2638015842	2
2295523229	2
2640835883	2
327079104	2
2064233671	2
2303234575	2
2463530821	2
2123698431	2
2555335058	2
2124533799	2
2609148938	2
2084994243	2
2589183496	2
1944944487	2
2303410892	2
2251361324	2
2409131023	2
1973336300	2
2949129662	2
1969282344	2
2307795220	2
2168490624	2
2249337853	2
2003505484	2
1656275121	2
2056505999	2
1604324912	2
1230614066	2
2167006157	2
2101152111	2
2472728339	2
2132851987	2
50097054	2
2152807685	2
2026057712	2
1979856966	2
1982381393	2
2283564296	2
2762682834	2
2254470224	2
2936431016	2
2514599751	2
2041988644	2
2315854253	2
2566994931	2
1887370376	2
2003177743	2
2110696434	2
127742446	2
2196043388	2
2982406308	2
265824254	2
245003751	2
1951342091	2
2408018771	2
22358707	2
2723897878	2
195666042	2
2978383413	2
1207526830	2
2040288243	2
2460291322	2
2085072488	2
2582151987	2
2689099010	2
2232170749	2
2039767014	2
2675167763	2
2798477557	2
2073799784	2
2974642882	2
2591818511	2
1998321303	2
2787219893	2
2970993562	2
2225585416	2
2739704346	2
1151530292	2
2741727716	2
1972946293	2
1204061966	2
2891081000	2
2110501006	2
2089499597	2
2122007671	2
2035876866	2
2559731766	2
2154064242	2
2101279140	2
2441575558	2
2127996087	2
2986041919	2
2145941379	2
2715840523	2
2173854821	2
2028919870	2
2698584081	2
2198658024	2
2143026307	2
2658631138	2
2342704970	2
233615514	2
2128441350	2
2110410051	2
2294326701	2
2144556383	2
2547837372	2
2149718726	2
2974099137	2
2312875961	2
2224772222	2
2576531404	2
2669753564	2
2577643645	2
2973739488	2
2036286225	2
2251220642	2
2193296693	2
2424024951	2
2228606938	2
2503671993	2
2121357885	2
2225912760	2
2974854822	2
2299934393	2
2798755265	2
2309930867	2
2227937213	2
2155080635	2
2062196074	2
2120237831	2
2306873663	2
2985380394	2
2974806935	2
2135868755	2
2578049095	2
526124192	2
2692824534	2
2487940935	2
2435478190	2
2186091673	2
2196958139	2
2930417698	2
2111350751	2
73187416	2
2717527504	2
1206772049	2
2064334167	2
2634232996	2
2952306744	2
2113062643	2
2301757640	2
2651226023	2
2612782123	2
2244809966	2
2286544765	2
2675637085	2
2145985547	2
2118444519	2
2518617052	2
2115100785	2
2935760222	2
2974829904	2
2036783813	2
2514229559	2
2076650903	2
2527086153	2
2295787967	2
2503753610	2
2090955402	2
2938654097	2
2989755209	2
1993778958	2
2032669922	2
1482503791	2
2955468598	2
2067038581	2
253853005	2
2063698338	2
2797032400	2
2800010336	2
167375625	2
356043702	2
2226870817	2
2642219437	2
2761236532	2
2505510046	2
2144163205	2
2547276304	2
2225972448	2
2706435981	2
2066699557	2
2761435905	2
2305490755	2
2323372887	2
2138986297	2
2150254559	2
2142204826	2
2136554975	2
2589588625	2
2237989758	2
2570744481	2
2698269492	2
2633857688	2
2433681967	2
2583299091	2
2167364884	2
2426565138	2
2568296915	2
2135825122	2
2575230078	2
2119264548	2
2570965865	2
2097452624	2
2170788160	2
2219037552	2
2680697823	2
2145324067	2
2006046375	2
2105865074	2
2674587122	2
2116228365	2
2512583492	2
2061080690	2
1789001474	2
2042417741	2
2225770208	2
2399985511	2
2795490458	2
2981175054	2
1856233051	2
2532468807	2
2343655495	2
2889300199	2
2941946677	2
2189746349	2
2688151602	2
2309442108	2
2500890831	2
2105788298	2
2672391364	2
2671603933	2
2633452598	2
2232355234	2
2633289944	2
2128229965	2
2989281355	2
2946947288	2
2139772978	2
2568503259	2
76361838	2
2947966475	2
2716178132	2
2158924584	2
2160927671	2
2099488634	2
2692845994	2
2571506128	2
2897052394	2
2620913312	2
2612494388	2
2614040149	2
2703967521	2
2148924110	2
2031751064	2
2749326013	2
2767207043	2
2152086064	2
2157837484	2
76140174	2
2982674000	2
2898332388	2
2154670081	2
2982439531	2
2223531622	2
2145942175	2
2104258834	2
2623297729	2
2120599776	2
2619421047	2
2970967734	2
2190677415	2
184190536	2
2113147729	2
2973779455	2
2241907453	2
2805892347	2
2974890039	2
2901507586	2
2157244358	2
2303522973	2
2147837815	2
2181220535	2
2049036755	2
2169473854	2
2170509132	2
2401786964	2
2634601878	2
2290576817	2
2170801464	2
1855689567	2
2163228201	2
2315860000	2
2169970652	2
2122775033	2
2672854996	2
2159198527	2
1999890753	2
2576769427	2
2097474894	2
61889106	2
2396493870	2
2053543515	2
2123906542	2
2148077773	2
2077766773	2
2026995264	2
2157726849	2
2950620034	2
1981316419	2
2127836801	2
2084442375	2
2145219086	2
2343761531	2
2128267553	2
2230578286	2
2193519928	2
2124343226	2
2152378888	2
2112045632	2
2152748675	2
2109023328	2
2226576873	2
2082307296	2
256972569	2
2552655948	2
158124650	2
2246116149	2
2231707144	2
2121125561	2
2686282063	2
1783071134	2
2636813011	2
2664686409	2
324705984	2
181462077	2
2170271754	2
2462442935	2
1979838368	2
2105695414	2
94770287	2
2631569054	2
2943879223	2
94869471	2
2225484067	2
2294863694	2
2167247010	2
2168643077	2
2230445580	2
125612257	2
2113636145	2
229163800	2
2233848894	2
2901637770	2
2043111068	2
2797394762	2
1657489660	2
2096949012	2
2099100914	2
223878915	2
2287053393	2
2115665411	2
2648471152	2
2974039236	2
2974236757	2
2661502731	2
1964877810	2
2139918060	2
1253280668	2
2659087053	2
2204397459	2
1229716873	2
2653939294	2
2167868499	2
2652451381	2
1954580170	2
2462020809	2
2151060137	2
2092547053	2
2646070705	2
2599322540	2
1973109754	2
2127231194	2
2201197304	2
2148301067	2
397751228	2
2024923154	2
2152817234	2
259803735	2
2106284525	2
2137005084	2
2712901519	2
2138086143	2
2150523589	2
2125999461	2
1047741012	2
2525660876	2
322421229	2
72467736	2
2123540040	2
2039208336	2
2330097435	2
2131127782	2
729685111	2
609509551	2
2122913543	2
2345134772	2
405514873	2
2015702761	2
2134803084	2
2094104063	2
2779707740	2
208343995	2
2068669492	2
2945562158	2
2128178333	2
1945442504	2
2939516193	2
2946686547	2
2112951948	2
2153911553	2
696817296	3
96416573	3
2950375907	3
2024039295	3
2171028857	3
2155788834	3
2228955669	3
233435501	3
2201759764	3
171944570	3
2152020840	3
2135569827	3
2159007752	3
2923602960	3
2023154971	3
2164713824	3
2110068084	3
815541428	3
2276785809	3
2569419808	3
2151356658	3
2410069149	3
245380465	3
2196297367	3
2657562615	3
2098265236	3
2950602655	3
2970914165	3
714232241	3
265321537	3
2124996893	3
696126840	3
700708846	3
276594237	3
2165536113	3
2024741760	3
2055383753	3
2527245350	3
184107109	3
19144235	3
96358963	3
2109217526	3
2155118037	3
2126477607	3
2429323504	3
1785551945	3
2304609443	3
2136730206	3
2720992726	3
121359932	3
338335784	3
2653256773	3
2154123352	3
2105706655	3
2640311765	3
2951133954	3
2495249935	3
2003882480	3
2130555399	3
1899918099	3
1979672963	3
1925076122	3
2129939197	3
2306952341	3
2027258673	3
2057815302	3
2283960162	3
2178157365	3
2267633344	3
2585219341	3
2183529176	3
2951247796	3
2157269254	3
2619659646	3
324740313	3
2062853997	3
1949677541	3
2438267486	3
1208922185	3
57747768	3
227075345	3
2923831635	3
751038373	3
2893075845	3
2674731915	3
2482532768	3
1563078655	3
387298597	3
2402050362	3
527507227	3
1995245898	3
2949581276	3
1849627065	3
2923455134	3
2126025634	3
2126735066	3
2190722758	3
2708163525	3
2130881427	3
350567680	3
2308107834	3
248646318	3
2289364316	3
2277304846	3
1846143951	3
2138105752	3
1978395223	3
2162145093	3
2158063030	3
2009304382	3
2974431867	3
1976989989	3
2326172809	3
2424102951	3
2196831819	3
2156726856	3
19803543	3
2237329944	3
2161267143	3
2058532988	3
2512845652	3
2155769692	3
1982493283	3
2019923551	3
343478143	3
2117534232	3
2112574952	3
179983797	3
2345732405	3
2653671371	3
1184092314	3
2294996757	3
2761130863	3
699581604	3
2201755339	3
2145586035	3
570249712	3
1127754134	3
1964449318	3
325917607	3
2778467312	3
2113937400	3
2982499314	3
1978696148	3
1967124110	3
2073148226	3
2708704222	3
2064532066	3
1728759264	3
2052950829	3
2122284788	3
2268994745	3
2172459540	3
2224030469	3
2033624847	3
1482108584	3
36824306	3
1259442811	3
2025616804	3
312767914	3
2103309413	3
855633617	3
1941378440	3
123545119	3
288320640	3
2494492398	3
2222058538	3
114908009	3
2125637001	3
148409839	3
2096003946	3
143221287	3
51912432	3
2123165094	3
2099519488	3
2916410791	3
165625497	3
2047414805	3
2175232850	3
176454907	3
2147735703	3
2619392593	3
2128632650	3
2061135030	3
2557309804	3
2048029492	3
2141423801	3
2787390245	3
1971609238	3
2107369746	3
2951104145	3
2607408130	3
2202102189	3
259477981	3
109346679	3
2950030520	3
2008719867	3
2407952643	3
204190299	3
2688603473	3
2712235913	3
249131993	3
340644367	3
2550996145	3
1994825076	3
2761051378	3
2651413211	3
2131502067	3
2581344141	3
1241571268	3
2707977703	3
2572719128	3
1969690557	3
2493118515	3
1461298029	3
727003330	3
2411737401	3
126614680	3
2951329860	3
933422926	3
2139020127	3
85286270	3
1999833289	3
1978203069	3
2949283110	3
180629841	3
2613093052	3
2798660314	3
142323628	3
2477459758	3
2305585908	3
133103404	3
2412800510	3
2422838623	3
2633435446	3
2777963413	3
1979301571	3
2651831728	3
89060712	3
311577864	3
2599785935	3
2076086827	3
2344134219	3
2136114991	3
2133221332	3
2122033853	3
2973280705	3
2052421110	3
677882550	3
2340744982	3
2146947769	3
2026354139	3
329891055	3
2107430306	3
1121013121	3
361301894	3
2058142950	3
2067252482	3
1552142927	3
730606345	3
278086340	3
2413725331	3
157790613	3
2039372632	3
2625783225	3
2013861978	3
2637630933	3
669354813	3
2790843824	3
2302591245	3
2915077352	3
2852206970	3
2230730986	3
357118968	3
2111762186	3
2122410992	3
2155775864	3
2148799760	3
2129296980	3
2701990453	3
2110197654	3
2114973795	3
2234775923	3
2108671403	3
2132903572	3
2106238981	3
2114787015	3
1935419186	3
2974704494	3
125248002	3
2117870290	3
1978915323	3
2637608622	3
2135246482	3
1518321175	3
110457186	3
2973925974	3
2643917651	3
2971217584	3
2101920584	3
2304797648	3
2142955678	3
2167918169	3
27199957	3
2124391247	3
2720086932	3
2974467876	3
2195556566	3
2662896056	3
2148171657	3
1986358905	3
2508456075	3
2284985981	3
1276325224	3
2076705084	3
1999614634	3
2083460594	3
1135953629	3
2015641818	3
2928347172	3
2129115374	3
2127590758	3
2575004577	3
2660478015	3
2629361519	3
2131510780	3
2102325308	3
2139131819	3
2225377662	3
2437765334	3
217372213	3
2219615479	3
2106497157	3
2145168834	3
2283236975	3
2285360861	3
2284483548	3
2155997025	3
61031608	3
2988842410	3
138651742	3
63875327	3
2182664309	3
2222194299	3
2620419943	3
716715026	3
2348351364	3
2135304654	3
1999758168	3
2947576825	3
2020135708	3
1769075498	3
350566861	3
2776098497	3
2973276831	3
2153971193	3
2973365710	3
2568232022	3
2065069400	3
2043529429	3
2891752846	3
329093041	3
30238620	3
2120255844	3
2277956701	3
2577745683	3
2096019187	3
2077739410	3
2051205022	3
72226276	3
2122590441	3
2010281829	3
2463445447	3
2275537854	3
2761791512	3
2122370487	3
2160709719	3
2973935639	3
2952799074	3
2118168888	3
2413530754	3
2599022076	3
2158258300	3
2725561777	3
2604197875	3
2577814803	3
2118433319	3
2163587315	3
2171460034	3
2981163574	3
1942240941	3
2637621273	3
2303511460	3
2194693395	3
2232397101	3
2167519204	3
2334317710	3
2563072976	3
2170865064	3
2112298368	3
278177626	3
2099991264	3
141445738	3
136708976	3
2106786457	3
2024443744	3
1984832408	3
2119538990	3
2002360971	3
1681405076	3
2956939987	3
2232565259	3
2254782306	3
2467740887	3
22180286	3
2098769611	3
2696624723	3
2665943088	3
2075504009	3
2492851235	3
175133752	3
2779151091	3
2003047429	3
2800148855	3
2120476038	3
1982708149	3
2941272482	3
2985693224	3
1997938366	3
181516391	3
2009176085	3
2142274643	3
2130286596	3
337131034	3
2590951195	3
1982164847	3
305961432	3
2120787314	3
2285006040	3
2143987859	3
2044013107	3
71704941	3
694944117	3
2465036626	3
2150903647	3
2263326892	3
2653133800	3
2137589547	3
1899386072	3
2664416299	3
2916367105	3
193029421	3
2167366370	3
2461368180	3
187712509	3
2269886024	3
2502089245	3
2323311903	3
158112612	3
2323291461	3
274891381	3
2050677669	3
2609837477	3
2056300829	3
235001993	3
2237110490	3
2237101560	3
2012211250	3
2983832604	3
2168201917	3
2093652866	3
2111387516	3
2153905516	3
2306332939	3
2230192110	3
2131028456	3
214085282	3
2467291203	3
2073199121	3
2059658689	3
2974144701	3
2160185988	3
2148739677	3
2600714973	3
1982054868	3
1983161627	3
80354510	3
2084999910	3
2555097338	3
2557693146	3
2780566989	3
1977456590	3
2252472200	3
2137011320	3
2134411285	3
2087342244	3
2114289475	3
2113015380	3
84871774	3
2064344883	3
2073908770	3
2171180518	3
2044959418	3
2166641447	3
2703842649	3
2104514538	3
2721614549	3
2145080274	3
2315546843	3
255601933	3
1234911434	3
325530817	3
2024290158	3
2974240256	3
2163330717	3
2111107712	3
326590796	3
2077131583	3
2131475088	3
2974435860	3
1987176399	3
2293374402	3
2128900005	3
2317247857	3
2942222640	3
2151604816	3
2754056134	3
2603039792	3
2147670869	3
2302940612	3
144945206	3
1968032928	3
2303044719	3
1979048761	3
2951546963	3
2274449212	3
255104047	3
1970017610	3
2143023648	3
254529698	3
1505021651	3
2160277629	3
2919146740	3
180065759	3
154019569	3
2617877705	3
166451680	3
2503523429	3
2166206855	3
2469007176	3
1102991271	3
2241766213	3
2306094366	3
2854177242	3
2046505287	3
1013389924	3
2223625194	3
2667005994	3
2106342868	3
2349218496	3
2610343297	3
2634640516	3
2145100532	3
2160677743	3
347798632	3
2716282690	3
2145718669	3
2159651208	3
2714636407	3
2439529108	3
2919737489	3
2669571281	3
2789326373	3
2099545700	3
2704209241	3
2166285949	3
2088166175	3
2129862190	3
2110914119	3
2286281873	3
2169524188	3
1798835232	3
2169227892	3
2893358108	3
310926530	3
2227713379	3
2946342955	3
2945321676	3
2702629863	3
2332513518	3
2402861341	3
266580720	3
2154011367	3
2124988241	3
2108043865	3
2798120714	3
2035926428	3
1867732770	3
2142097382	3
2522102013	3
2222259479	3
1255868303	3
97013593	3
2022442184	3
2950521768	3
2158791866	3
599720421	3
317885536	3
1959722583	3
2642583506	3
1737547560	3
2138899954	3
2072704133	3
2600255818	3
217108747	3
1968028986	3
2181880855	3
2282990463	3
563069026	3
2112924421	3
347792796	3
2040419331	3
2656645417	3
2614281516	3
2054248234	3
1909451540	3
2158314337	3
2251228724	3
2110529662	3
2086103381	3
2339064583	3
2114338224	3
1354405940	3
2304733911	3
2276453033	3
590902176	3
2482351741	3
2630024985	3
2227455986	3
2698517497	3
2370263406	3
2698839625	3
2984848730	3
2974195344	3
2710049398	3
2974361617	3
2974148196	3
2207516560	3
2742288592	3
2104272393	3
2665470926	3
2166320536	3
2484417822	3
211696525	3
2167654338	3
2302626664	3
2974924684	3
1987269284	3
2286373836	3
2669366284	3
2031356717	3
2657182953	3
2215513321	3
2504667094	3
2401217099	3
2239027763	3
156709449	3
2124715865	3
1990787591	3
2798152328	3
2979886690	3
55450124	3
2809778671	3
1691279138	3
2112241722	3
2139217087	3
1998938290	3
