TN	betweenness_centrality	closeness_centrality	degree_centrality	eigenvector_centrality	load_centrality
0	0.724775599606696	8.611410631202366	0.015841584158415842	1.034348371256988	0.714098902124631
1	2.3766026728695184	92.22217045817202	0.14311600971417915	5.823691400580948	2.3539019534920245
2	3.4071351323543193	611.9868018041861	0.6371754156547836	11.63604925189845	3.4119580856426768
3	1.939529030860844	1985.5583391385521	1.135344666542095	4.649076036238734	1.9642049260455698
4	0.3886357968803405	2030.4824878260536	0.7546422566784706	0.7112456863837179	0.39243621014411445
5	0.05326099909504205	627.0923665185178	0.21894264898189125	0.03128045539770252	0.053337744224423646
6	0.0073314565844608765	98.44716303383845	0.03581169437698487	0.000332816979144476	0.007332866577791883
7	3.489905171842983e-10	14.752384222336966	0.004390061647674197	4.457093925007182e-06	3.489905171842983e-10
