TN	avePaperNum	aveCitation	aveHIndex
0	99.73611111111111	14580.236111111111	33.013888888888886
1	61.94181326116374	3888.2638700947227	17.14343707713126
2	39.09905387140375	1462.988221664414	11.04170689322263
3	16.372873964238988	335.2848342782381	5.282326646314871
4	4.37475887345679	57.92028356481482	2.0204957561728394
5	2.1682494684620837	23.122608079376327	1.2077958894401133
6	1.7272727272727273	21.10330578512397	1.0057851239669422
7	1.8418367346938775	23.607142857142858	1.0357142857142858
