2241580342	15	42	3543	1	SG
2438073521	36	223	5351	2	SG
2435452841	1	1	2	2	SG
2039320653	3	11	51	2	SG
2694123922	1	1	39	2	SG
2052788744	6	8	222	2	SG
2475464555	3	6	55	2	SG
2305367263	22	168	1577	2	SG
2223187212	3	9	39	2	SG
2646189545	1	1	2	2	SG
2692753029	0	1	0	2	SG
2119150818	4	15	111	2	SG
350694664	5	7	324	2	SG
2161618601	7	10	146	2	SG
73543750	4	5	29	2	SG
2128753331	17	108	1083	2	SG
2227713379	19	274	1507	2	SG
2614376820	14	56	881	2	SG
2981509785	17	80	1067	2	SG
2169585063	6	46	160	2	SG
2131542109	26	127	2272	2	SG
2112374662	17	50	980	2	SG
2123778117	39	180	7556	2	SG
2155891168	4	4	432	2	SG
2224933376	1	1	8	2	SG
2594426199	38	137	4776	2	SG
1208143757	24	92	3627	2	SG
2147735703	16	48	793	2	SG
2126011840	5	5	70	2	SG
2165991770	7	15	332	2	SG
2225731362	1	1	14	2	SG
2120317476	6	11	101	2	SG
2098265236	8	62	360	2	SG
2102660324	18	52	1254	3	SG
2152992593	2	3	106	3	SG
2969313325	0	2	0	3	SG
2229281295	4	9	111	3	SG
2307924496	1	1	10	3	SG
2024546921	3	5	47	3	SG
2303994464	5	11	48	3	SG
2140024156	8	14	532	3	SG
2114072139	15	48	639	3	SG
2184326731	11	22	974	3	SG
2580033501	4	10	65	3	SG
2892772000	4	11	59	3	SG
2147365671	10	23	213	3	SG
2496280198	3	8	59	3	SG
2683057826	3	5	37	3	SG
2183805658	1	1	1	3	SG
2973253524	1	2	1	3	SG
2251965004	20	88	1465	3	SG
2100839114	3	3	52	3	SG
2098610922	2	6	20	3	SG
2137540100	1	3	5	3	SG
2114865087	7	20	149	3	SG
2894351163	4	8	40	3	SG
2110410051	2	4	26	3	SG
2464829113	10	21	774	3	SG
1975275255	5	7	236	3	SG
2777304882	11	35	496	3	SG
2096910461	27	94	2598	3	SG
2154321678	9	18	318	3	SG
2115394736	39	236	6676	3	SG
2141741215	22	158	2075	3	SG
2139514608	1	4	5	3	SG
2310564226	6	30	150	3	SG
2893834671	1	1	3	3	SG
2529192563	6	49	140	3	SG
2276223758	1	1	5	3	SG
2963041268	10	38	285	3	SG
2225630254	1	1	3	3	SG
437284293	2	4	20	3	SG
2715840523	10	39	698	3	SG
2016309378	16	33	1082	3	SG
2226418753	3	5	16	3	SG
677148088	7	15	454	3	SG
2145941379	3	3	60	3	SG
2163242989	7	17	108	3	SG
1128565203	9	29	217	3	SG
2289602261	3	8	31	3	SG
2679410539	7	18	259	3	SG
2984809734	6	24	86	3	SG
2161284698	3	6	81	3	SG
2224200024	3	3	81	3	SG
2951125447	0	1	0	3	SG
2919930413	2	2	40	3	SG
189832035	2	3	22	3	SG
2134548422	6	27	335	3	SG
2110955872	8	16	257	3	SG
2306778192	7	43	149	3	SG
2127996087	5	10	129	3	SG
2294326701	1	1	9	3	SG
2095361144	3	4	35	3	SG
2613490428	7	35	133	3	SG
2310322613	4	4	31	3	SG
1987755121	9	17	276	3	SG
2625291475	1	1	2	3	SG
2160512397	2	7	54	3	SG
2524368398	1	1	5	3	SG
2163134888	4	5	48	3	SG
2518341380	10	19	1255	3	SG
2120145562	2	4	11	3	SG
2304039646	3	4	28	3	SG
1872157423	14	31	1289	3	SG
2186337131	53	266	8981	3	SG
2028919870	2	2	120	3	SG
2256330535	7	25	380	3	SG
2620055343	9	15	591	3	SG
1498996866	5	15	203	3	SG
2107827657	3	5	36	3	SG
2547837372	1	1	12	3	SG
2649680574	1	2	5	3	SG
2109402491	26	166	2277	3	SG
2101014498	3	3	28	3	SG
2953114168	4	8	63	3	SG
2943808081	3	4	20	3	SG
2270098999	6	35	210	3	SG
2101804055	14	37	540	3	SG
2150170697	6	15	133	3	SG
2133919686	18	56	1192	3	SG
2576812043	2	4	11	3	SG
2117406448	1	7	4	3	SG
2212434730	4	5	1895	3	SG
2629112927	12	36	674	3	SG
2423985264	6	9	89	3	SG
2892568951	2	3	36	3	SG
2142312900	7	17	515	3	SG
2101025497	4	5	29	3	SG
2102467351	4	16	129	3	SG
2100894851	19	39	1439	3	SG
2973310390	7	27	141	3	SG
2230394843	22	66	1592	3	SG
2145854837	5	7	125	3	SG
2227513241	9	20	273	3	SG
2982882842	1	1	2	3	SG
2145726188	19	62	944	3	SG
2153591246	1	2	8	3	SG
2484417822	1	1	15	3	SG
2133014586	30	176	3010	3	SG
2152020443	5	37	208	3	SG
2431860220	1	2	7	3	SG
2294627979	1	3	11	3	SG
2166702024	10	49	467	3	SG
2142978152	1	1	2	3	SG
2063026440	13	111	808	3	SG
1039617489	3	9	18	3	SG
2296729424	21	264	1800	3	SG
2501595541	2	4	4	3	SG
2660062287	1	2	1	3	SG
2144556383	10	38	390	3	SG
2721404323	13	22	528	3	SG
2201441985	26	304	3037	3	SG
2097633994	21	165	1799	3	SG
2118868783	19	95	1325	3	SG
2225431271	2	3	29	3	SG
2153735138	1	1	4	3	SG
2097246156	5	7	142	3	SG
2135519428	18	54	1663	3	SG
2893509152	1	2	2	3	SG
2155050195	22	98	1381	3	SG
2609870165	1	2	1	3	SG
2668328581	7	14	173	3	SG
2166322827	10	20	248	3	SG
2805955073	5	5	320	3	SG
2500819538	4	5	53	3	SG
2100002107	4	8	44	3	SG
2658631138	11	20	838	3	SG
2141422720	7	13	193	3	SG
2154661102	6	8	104	3	SG
2120452001	8	15	312	3	SG
2154137932	31	252	3740	3	SG
2699266411	1	1	1	3	SG
2306315222	5	9	247	3	SG
2894436243	7	14	169	3	SG
2142608344	28	131	4655	3	SG
2585894871	1	1	2	3	SG
2166596178	4	5	162	3	SG
2120852253	1	3	3	3	SG
2952373167	3	5	21	3	SG
2501092579	12	37	479	3	SG
2169873663	20	51	884	3	SG
2336468772	1	1	16	3	SG
2501226353	6	11	138	3	SG
2117055168	25	153	2123	3	SG
2975184401	1	1	37	3	SG
2140518086	3	8	138	3	SG
209172437	30	244	4544	3	SG
2974398499	1	1	30	3	SG
2118498887	29	122	4644	3	SG
2222046571	5	6	99	3	SG
2670444448	5	10	131	3	SG
2171191827	14	19	3045	3	SG
2115224755	3	5	38	3	SG
2047460678	8	14	125	3	SG
2151663131	2	4	17	3	SG
2310260854	3	8	30	3	SG
2311440791	13	56	522	3	SG
2974143426	1	1	55	3	SG
2243417581	9	15	231	3	SG
2124928575	6	10	170	3	SG
2356270821	1	1	1	3	SG
2134759648	6	7	118	3	SG
2093472404	2	4	89	3	SG
2134891245	16	49	889	3	SG
2139479959	5	9	532	3	SG
2308170381	10	48	294	3	SG
2783699674	2	5	39	3	SG
2162025929	23	136	3253	3	SG
2147346151	20	56	1341	3	SG
2152196599	4	10	95	3	SG
2293100107	3	3	47	3	SG
2143024746	13	23	471	3	SG
2673998524	2	4	10	3	SG
2143026307	2	3	145	3	SG
2135686329	1	1	6	3	SG
2305297893	3	6	138	4	SG
2710049398	1	1	13	4	SG
2660505351	1	1	1	4	SG
2558008675	3	11	25	4	SG
2130452447	6	11	127	4	SG
2225611994	1	1	10	4	SG
2645306980	7	10	289	4	SG
226507452	3	6	53	4	SG
2985313384	1	1	30	4	SG
2140161148	3	6	26	4	SG
2175551951	3	8	31	4	SG
