130847482	27	107	3106	2	CY
2061604316	26	171	2357	2	CY
2235766267	16	48	1238	2	CY
2568474333	1	1	7	2	CY
91875410	22	142	1797	2	CY
2183688158	2	2	4	2	CY
2165536113	15	110	747	2	CY
2557312086	9	20	556	2	CY
2074477052	9	50	205	3	CY
1560545838	5	5	154	3	CY
383532096	3	7	54	3	CY
2720942067	4	4	163	3	CY
327707784	5	12	188	3	CY
2123395688	2	5	20	3	CY
2011460215	6	12	72	3	CY
2343469477	14	43	1426	3	CY
2285804464	1	1	10	3	CY
2487262757	1	1	1	3	CY
162198452	11	34	751	3	CY
2347299863	0	1	0	3	CY
1993536758	4	12	54	3	CY
2045582034	4	6	88	3	CY
1257840876	7	22	96	3	CY
2396204044	1	1	23	3	CY
2114531917	14	100	678	3	CY
1068448204	9	25	292	3	CY
2311677239	10	35	385	3	CY
110063211	13	66	662	3	CY
2135389632	4	19	152	3	CY
2410385386	1	2	4	3	CY
2009835730	2	3	21	3	CY
2279976547	1	3	3	3	CY
2980818721	3	10	26	3	CY
2435953205	1	1	5	3	CY
2008269284	14	67	666	3	CY
2318912202	0	1	0	3	CY
169604320	5	33	107	3	CY
2564329999	2	2	7	4	CY
2565924601	1	1	3	4	CY
2195259075	3	7	62	4	CY
2285723194	1	2	34	4	CY
2620771669	1	2	2	4	CY
1966773645	2	4	11	4	CY
2308872039	1	2	73	4	CY
2010565558	1	1	3	4	CY
2289769021	1	1	66	4	CY
2889299452	0	1	0	4	CY
2574473533	1	1	2	4	CY
766738283	3	4	30	4	CY
2296108701	0	1	0	4	CY
2567430610	1	1	3	4	CY
374859520	3	3	55	4	CY
2622746860	1	2	9	4	CY
