2285275206	1	1	404	1	NO
2155688665	17	88	882	1	NO
1097462565	7	19	150	1	NO
1987922762	1	1	4	1	NO
1259581358	8	24	190	1	NO
2279539718	1	2	1	2	NO
2659747775	20	89	1435	2	NO
889915573	4	6	71	2	NO
2068253019	1	2	12	2	NO
330961483	10	14	207	2	NO
2042630910	43	415	7337	2	NO
2096993570	8	41	273	2	NO
2112231172	3	6	19	2	NO
2182846247	1	3	23	2	NO
323986432	4	6	24	2	NO
2129734402	2	10	11	2	NO
2682530656	1	1	3	2	NO
2461707492	2	2	26	2	NO
2721427888	2	7	10	2	NO
2010235023	2	14	32	2	NO
322945782	3	7	36	2	NO
2151141971	18	117	1268	2	NO
1923830530	21	139	1730	2	NO
347069363	9	22	300	2	NO
266919649	12	25	556	2	NO
2973654776	1	1	11	2	NO
2395004810	1	1	1	2	NO
2276812403	2	2	15	2	NO
253914207	5	10	110	2	NO
34337518	28	104	3017	2	NO
198932061	24	93	1667	2	NO
2129098911	4	4	45	2	NO
2112158468	4	4	153	2	NO
2307526394	7	16	206	3	NO
2507543607	7	31	243	3	NO
218768310	5	5	182	3	NO
2110923711	4	8	68	3	NO
2536384005	1	1	1	3	NO
2231906653	3	3	38	3	NO
239221713	12	32	545	3	NO
2004106957	9	19	262	3	NO
2230730986	7	13	267	3	NO
304236320	7	70	205	3	NO
82986800	10	45	312	3	NO
229657702	19	42	994	3	NO
2158778376	6	11	379	3	NO
2025742053	23	99	1822	3	NO
2152751312	7	20	146	3	NO
2256822898	49	438	10226	3	NO
2006478772	4	4	116	3	NO
1973581900	9	20	236	3	NO
58619981	11	20	591	3	NO
2397994332	1	1	15	3	NO
2054194992	3	6	66	3	NO
2526263	8	21	138	3	NO
243044226	4	5	378	3	NO
170301163	21	107	1752	3	NO
667460400	16	26	1223	3	NO
2223416766	1	1	3	3	NO
240693454	17	76	1006	3	NO
2001515464	14	29	1542	3	NO
1978578528	3	6	185	3	NO
2503523429	4	7	53	3	NO
37405146	1	4	5	3	NO
1852099109	5	12	97	3	NO
2973814513	1	1	152	3	NO
2005850882	26	188	2414	3	NO
2105203527	2	3	9	3	NO
2042814376	6	15	133	3	NO
2715738987	4	6	89	3	NO
108848975	9	18	340	3	NO
2069294212	16	120	860	3	NO
2168780489	2	6	14	3	NO
705755140	17	53	797	3	NO
2127231194	2	2	80	3	NO
2974746559	1	1	4	3	NO
2170095706	7	8	304	3	NO
2151746802	18	24	893	3	NO
2305889188	0	1	0	3	NO
2951946579	0	1	0	3	NO
2110595727	21	65	1733	3	NO
2096310938	12	54	507	3	NO
2145600857	5	6	197	3	NO
2086488370	3	4	108	3	NO
177686941	3	7	216	3	NO
2050051422	1	1	3	3	NO
2097242898	5	7	43	3	NO
280847563	3	9	176	3	NO
2001561299	3	5	21	3	NO
1752263418	2	4	11	3	NO
2888526967	1	1	15	3	NO
2575527996	1	1	2	3	NO
2162389810	2	13	17	3	NO
1989506726	3	9	31	3	NO
1829205719	4	9	37	3	NO
2157545034	2	2	11	3	NO
651533223	6	10	128	3	NO
205626641	1	2	1	3	NO
2691936886	10	28	293	3	NO
2304620008	6	25	188	3	NO
2225845875	2	2	13	3	NO
2147468645	15	48	727	3	NO
1979568583	8	51	269	3	NO
2646070705	2	2	137	3	NO
2131879128	2	4	19	3	NO
2972052657	9	23	208	3	NO
318897244	3	6	165	3	NO
2953182397	1	2	3	3	NO
73925634	2	8	16	4	NO
292816434	4	5	31	4	NO
1205078816	5	13	59	4	NO
1975783673	1	2	1	4	NO
2033461614	5	10	50	4	NO
2016948822	2	4	32	4	NO
2335984367	1	1	17	4	NO
1360811116	3	4	48	4	NO
110124965	2	8	19	4	NO
1997039896	2	10	16	4	NO
2225108215	4	6	35	4	NO
2347005856	1	1	48	4	NO
2428535371	10	52	296	4	NO
2224592213	2	3	18	4	NO
2000200029	5	9	77	4	NO
2973278779	1	1	6	4	NO
2230365304	1	1	2	4	NO
2226435983	1	1	498	4	NO
2990589472	0	1	0	4	NO
1614597783	3	4	12	4	NO
2947862724	0	2	0	4	NO
2986137631	1	1	5	4	NO
225237809	3	7	82	4	NO
2800803801	0	1	0	4	NO
2151214166	2	8	19	4	NO
2306927983	1	2	5	4	NO
2227501113	1	5	3	4	NO
2114256136	5	10	134	4	NO
2437746605	1	2	2	4	NO
2472612898	1	1	1	4	NO
2161187223	6	13	135	4	NO
2427525727	1	3	6	4	NO
2654282091	1	1	7	4	NO
1425351437	2	2	30	4	NO
2275486091	1	1	2	4	NO
2222804248	3	4	46	4	NO
1985302369	3	9	41	4	NO
2229096597	2	3	37	4	NO
2581419667	1	2	5	4	NO
2224644310	1	1	17	4	NO
46227862	9	13	506	4	NO
2988010139	0	2	0	4	NO
2130277333	6	9	78	4	NO
2401861334	3	8	36	4	NO
2229372254	1	1	10	4	NO
