ID	closeness_centrality
2106238981	0.14136563229643545
2558543881	0.12443520897280225
105756682	0.1363124611342932
11059210	0.12741053016234385
2780207114	0.12210177018606506
2629003279	0.12375230545174179
2120433680	0.11783177619254592
2514122770	0.14596768543463326
1989816340	0.12311310223405371
2156083226	0.13138220623914787
2138259483	0.0875493733096498
2166546464	0.12370595820239445
2153338916	0.13405350081822823
2404485160	0.1216982762287212
2985693224	0.13014177175724542
2135408682	0.1302203156050495
1964853290	0.12339700782008929
65685553	0.1261900370200931
318025778	0.12006911517325167
107632699	0.131893543275454
2722912317	0.11870061949722789
2111901760	0.13988482407376
2460936257	0.11635492680384125
2285275206	0.10500557675181584
1208922185	0.13548379402238567
2464094287	0.13568579994804672
2159767633	0.12928212753318144
1540776023	0.11517112493217224
2151264347	0.14519928436404111
2260621408	0.11986927029637198
2494990432	0.1183954373575346
2114973795	0.129760538025126
2151780452	0.13009652541419206
181516391	0.13018324883492283
85442675	0.12742570057488334
1973897333	0.12533788494519268
2086393978	0.13998619200975101
1980393595	0.11406074543013399
2110529662	0.1320820430830612
2120636544	0.1272230191823855
2163136642	0.12436088562822195
2941995138	0.11731690882367679
2508456075	0.1364981426154567
1993734283	0.1313435079788204
2116327567	0.1363260050395815
4823187	0.13699261880444782
2062901400	0.1318974445471497
2114521251	0.12301969986070643
2710372522	0.12531264195880054
2613223595	0.10732781992376403
2724047020	0.11099265276394998
2132590765	0.13162523551129018
2156007599	0.12603369974753537
609509551	0.12874463011029388
2285891762	0.12403169487905424
1998155958	0.12539192736621035
2007814330	0.13846014999575987
1023361224	0.13947063680062383
1234911434	0.13497220815662764
2236934353	0.13367007366245331
431165649	0.13219298512084465
1740826834	0.11997946574971208
2156312790	0.12875578238351304
2223851735	0.12503213278526845
2237110490	0.14064295160450538
2134696157	0.11963450523747222
2097006817	0.11390074791794577
2889300199	0.1271549976073459
694493417	0.1257945955298638
1919981802	0.12295468500327743
307687659	0.13966211183959695
2169348332	0.1353183099957802
250841333	0.1256882243176789
2406686966	0.12231053266706288
2153265399	0.13146128603604396
2281634038	0.11220240858389564
2585487612	0.12446067863307556
2120962308	0.12410821574583523
2106640644	0.1270044001008994
2157269254	0.14063851583953738
2098432262	0.13284706790098993
2557919497	0.11436840232223065
217108747	0.1296027675751164
2585219341	0.14121155836254592
2461088018	0.12425028820240266
