ID	degree_centrality
2106238981	0.0002988978143097329
2558543881	0.00020549224733794135
105756682	0.0003175789277040912
11059210	0.0002802167009153746
2780207114	1.8681113394358305e-05
2629003279	3.736222678871661e-05
2120433680	0.0005043900616476742
2514122770	0.00046702783485895764
1989816340	5.604334018307491e-05
2156083226	0.00016813002054922473
2138259483	5.604334018307491e-05
2166546464	9.340556697179153e-05
2153338916	0.00014944890715486644
2404485160	3.736222678871661e-05
2985693224	1.8681113394358305e-05
2135408682	0.00022417336073229965
1964853290	0.0002615355875210163
65685553	0.00022417336073229965
318025778	0.00020549224733794135
107632699	0.0004109844946758827
2722912317	1.8681113394358305e-05
2111901760	0.00014944890715486644
2460936257	3.736222678871661e-05
2285275206	3.736222678871661e-05
1208922185	0.00016813002054922473
2464094287	0.00024285447412665797
2159767633	0.00011208668036614982
1540776023	5.604334018307491e-05
2151264347	0.000429665608070241
2260621408	3.736222678871661e-05
2494990432	5.604334018307491e-05
2114973795	5.604334018307491e-05
2151780452	0.00046702783485895764
181516391	0.0002802167009153746
85442675	0.0003923033812815244
1973897333	3.736222678871661e-05
2086393978	0.00048570894825331594
1980393595	5.604334018307491e-05
2110529662	0.00018681113394358306
2120636544	7.472445357743322e-05
2163136642	0.00014944890715486644
2941995138	0.00020549224733794135
2508456075	0.00016813002054922473
1993734283	0.0003923033812815244
2116327567	0.0003175789277040912
4823187	0.0002802167009153746
2062901400	0.00024285447412665797
2114521251	0.00020549224733794135
2710372522	1.8681113394358305e-05
2613223595	9.340556697179153e-05
2724047020	1.8681113394358305e-05
2132590765	0.00022417336073229965
2156007599	3.736222678871661e-05
609509551	0.0002802167009153746
2285891762	1.8681113394358305e-05
1998155958	3.736222678871661e-05
2007814330	0.0002988978143097329
1023361224	0.0003923033812815244
1234911434	0.0003923033812815244
2236934353	0.00013076779376050814
431165649	0.0003175789277040912
1740826834	7.472445357743322e-05
2156312790	0.00018681113394358306
2223851735	3.736222678871661e-05
2237110490	0.0004109844946758827
2134696157	0.0002988978143097329
2097006817	9.340556697179153e-05
2889300199	0.00016813002054922473
694493417	0.00033626004109844947
1919981802	0.0002988978143097329
307687659	0.0003175789277040912
2169348332	0.0002988978143097329
250841333	0.0003736222678871661
2406686966	3.736222678871661e-05
2153265399	0.00024285447412665797
2281634038	1.8681113394358305e-05
2585487612	0.00020549224733794135
2120962308	3.736222678871661e-05
2106640644	0.00016813002054922473
2157269254	0.0003736222678871661
2098432262	0.00011208668036614982
2557919497	5.604334018307491e-05
217108747	0.0002615355875210163
2585219341	0.00024285447412665797
2461088018	9.340556697179153e-05
2134006035	3.736222678871661e-05
2307182867	1.8681113394358305e-05
2402392341	3.736222678871661e-05
2566598933	5.604334018307491e-05
