ID	load_centrality
2106238981	0.006571579538109385
2558543881	0.003723233565451692
105756682	0.008793925037207462
11059210	0.0028117995672891265
2780207114	0.0
2629003279	0.0
2120433680	0.007811517020980375
2514122770	0.021966765147337607
1989816340	0.0012171703771579152
2156083226	0.0005679686763576181
2138259483	3.735524697837292e-05
2166546464	0.001452782727383651
2153338916	0.001400671482914205
2404485160	0.0
2985693224	0.0
2135408682	0.0008709070043184718
1964853290	0.004076374371730642
65685553	0.006754699451988157
318025778	0.00115888783731495
107632699	0.005265818065171929
2722912317	0.0
2111901760	0.008622981268298583
2460936257	0.0
2285275206	0.0
1208922185	0.004696423404481015
2464094287	0.006015350702604516
2159767633	0.0011308374783772094
1540776023	0.0
2151264347	0.007011958370221183
2260621408	0.0
2494990432	0.0003874155490221755
2114973795	0.0005038797221444263
2151780452	0.015843612808806345
181516391	0.0010511073876089177
85442675	0.005619882065030097
1973897333	0.0
2086393978	0.014543303938509111
1980393595	0.0
2110529662	0.002938850422599144
2120636544	0.00011377750470529705
2163136642	0.0014798655608452378
2941995138	0.0026568549592132255
2508456075	0.00579759439115913
1993734283	0.004245754796647942
2116327567	0.008765821274737686
4823187	0.013017691743649142
2062901400	0.0025623476842622224
2114521251	0.0014744009346813606
2710372522	0.0
2613223595	0.00018676785911945218
2724047020	0.0
2132590765	0.0078151344030903
2156007599	0.0
609509551	0.00626008046496791
2285891762	0.0
1998155958	0.0
2007814330	0.004139802403487234
1023361224	0.0024366970577386596
1234911434	0.005358254328533178
2236934353	0.004408323971896353
431165649	0.0048094918368941485
1740826834	0.00012125192555469386
2156312790	0.002967087277348985
2223851735	0.0
2237110490	0.01171013113551974
2134696157	0.00414035652424746
2097006817	0.002105494695498452
2889300199	0.003903258517463109
694493417	0.0036326720490890523
1919981802	0.0026363102263674
307687659	0.0011086051881084187
2169348332	0.009726000694185727
250841333	0.0070885295349667095
2406686966	0.0
2153265399	0.008516807661710871
2281634038	0.0
2585487612	0.0006998201288303539
2120962308	0.0010724903041277793
2106640644	0.0058166998512134156
2157269254	0.00988339307285026
2098432262	0.00015005372273182237
2557919497	7.47090979946771e-05
217108747	0.002275326300299214
2585219341	0.008836068064917338
2461088018	7.667633843558393e-05
2134006035	0.0
2307182867	0.0
2402392341	0.0
2566598933	3.735524697837292e-05
1985872151	0.0007089356661226663
2951991577	0.0
2474357024	8.439874479546696e-06
2151465254	0.006285562028185515
2153189671	0.0029173184461995234
581767464	0.005964637314452933
2140539176	0.018142577358909426
2949447980	0.0004063379995203767
2119538990	0.007817236485909136
2162106674	0.020376005402293344
2162262327	0.0030970459099884198
2106597688	0.0007368570378823669
57747768	0.007061768607890631
2118168888	0.004720237351182787
2164197688	0.0047623944421952445
2179236157	0.0
2569644349	0.0
2075955518	0.0014023799828913545
2120581443	0.00014941261214107925
2275578183	0.0
1995245898	0.005834317495657693
2221625686	0.00029881126466147113
2110083415	0.010070543884389688
2064822616	0.00637349132546097
65538393	0.005165698905358222
2096597339	0.0038795114144528405
2779707740	0.0
2142703967	0.002163294027743151
2209458529	0.0016234016286365569
2114494819	0.0
186347876	0.005162565634363515
2283469157	0.00024266941516459911
2160918886	0.0
2224476519	0.0
1967149413	0.00070298956989588
2033301860	0.00031987288013268436
2019123558	0.00044819805150427873
285317484	0.0037221931126997154
2601992558	3.735524697837292e-05
41634159	0.0001024621552972021
2642293104	3.735524697837292e-05
2101152111	0.006818887632436934
2610295154	0.003843859119760243
36426099	3.735524697837292e-05
2234775923	0.005764225308192499
2122303858	0.00113286240373216
2800148855	0.01016250896886258
2974167417	3.735524697837292e-05
2167814525	0.0025790091353114324
2083973505	0.007595641523242494
2165053838	0.002258649626405044
2617164185	0.0
2480847260	0.0007244722663341224
2941272482	0.0
2043474341	1.3260200282546194e-05
137675174	0.0019638419132110775
2069086639	0.008508834414387772
2033111473	0.0
700277173	0.009557647578997382
2160652726	0.002968763678295985
2071216566	0.005824862896141925
1982708149	0.0041707655424901525
2661192123	0.0
668754370	0.01609871273713673
421261762	0.0011272683899205974
2123053512	0.005648843280862183
2064546257	0.009290648504260349
2513848785	0.0034770247886410336
2293162450	0.0033829935953881046
2280239581	0.0
2241839582	0.0017435218445383792
2151999969	0.00363893054756742
2017171942	0.0007600616472494784
2168367594	0.004451285404017118
2897398250	0.0
672946669	0.005191629197705332
2122858989	0.004478432361289458
