2999582722	0
1268514819	3
2019295236	1
2097807364	3
2014838794	11
1966604299	12
69206028	61
2403860494	0
2156789775	1
2324299791	2
2039349267	7
2640969750	8
1236271126	22
1205207064	8
1580335130	1
2088763419	2
2638086171	1
2435711004	1
2463498270	1
2508849183	0
2704408608	1
2810314785	3
2486173730	0
2417229859	5
2654076964	0
2124677158	3
2973630505	0
2405433388	9
2267283502	1
2974023729	1
2160984115	3
268304436	2
2243952695	7
2203844664	1
2498756667	0
2295857214	2
2578972736	0
2696544322	1
2310144072	1
1467220041	13
1901985866	0
2984640591	1
2171469904	7
2305425491	2
2101739605	1
2521694296	1
2973368416	1
2162950250	2
157679726	2
2966683759	2
2802581616	1
196739186	2
2584871032	1
1270481020	1
2710700157	1
2766930047	1
2127954048	8
1980629120	1
1985085574	2
2008154248	6
2508456075	7
2307391629	7
2765488279	0
2988703901	2
2276982941	1
2779775136	2
2126119073	4
2695233697	1
2126381219	5
2153382052	3
2973499560	1
2154954921	2
2131755178	20
2307784873	2
2149712041	5
2116026538	2
2133459118	1
2736914607	2
1996488890	20
2775974074	1
2669674684	0
2018902206	9
2308440255	3
2111832256	0
2772041920	2
2639921346	4
2162426052	2
2935750857	1
1524236491	8
2142634190	8
2742288592	1
2265579729	2
2973499601	1
2146304213	11
2025324758	0
2505703639	1
2640576736	0
570949856	1
2553807075	1
317587685	19
2304245990	4
2631663852	3
2151678189	56
34996467	3
2230845692	1
1715208445	6
2032795903	1
347341059	16
2155872517	7
2260205830	1
2502689030	1
199753992	4
2104230149	1
2463367431	1
2086928653	22
2698379534	1
2611085587	4
2717122838	0
1985872151	5
2046951704	6
2029256983	2
2040529185	7
2038038819	53
2686189862	1
2270560552	5
2693005609	1
2479882538	2
2464678187	2
2318795053	1
2150760751	7
2558132527	3
2737439023	1
2655387958	1
2158362937	12
2702180667	1
2076705084	15
2299134274	1
2222457158	3
2193228104	1
2113274185	1
2506621262	1
2134114639	6
2308702544	7
2907832659	0
2634678614	1
2336096599	2
2130182487	1
1242956126	2
2794062175	29
2541355361	1
2614100323	1
2478702949	0
2102526312	6
2916090225	1
2254438771	18
2080113011	2
694944117	50
2111701366	3
2120089972	6
2122056056	14
2790392185	18
2499805560	3
2804941177	0
2974155132	1
1763836286	1
2989752703	1
2641887617	1
2322727299	1
2719220100	1
2799829383	1
2140799372	4
2514485645	1
2154955148	3
2227831183	1
2798649745	1
69337491	14
2228093336	2
2068578718	1
2487484831	1
2770731424	5
2789605794	1
2950168996	1
2157707685	7
2924216745	1
2001469868	6
2949120429	1
2223767980	3
2545025452	1
2160722355	2
317981109	0
2106720695	2
2088239547	13
2346451400	1
2402288076	0
2187985358	1
887882191	9
2105016783	0
2241987025	8
2103574990	3
1226703316	4
2673213910	3
2125332953	1
2947285469	1
2017591774	5
2127299039	2
2135687646	4
2399273444	1
2781348325	3
2167931369	3
2567963119	0
2470314482	3
2103312884	3
2037907961	7
2074477052	9
2912420349	0
2222850559	1
2223374850	1
2108555781	6
703726088	6
2223899146	2
2027029003	2
2320630284	22
1967784465	2
2301886999	4
2649358872	1
2653291036	1
2069103141	13
2133983782	55
2736914983	0
2642936365	1
2696413741	1
1978794547	1
2401763891	1
2309751351	5
2063335991	1
2224030271	0
242352704	1
2222719553	1
2917401154	1
176947782	6
732430926	1
2487747151	1
2779251282	9
2705326676	1
2280391254	11
2534015575	1
2153644633	2
1542193756	0
2482111069	1
18743903	3
212075104	1
2705326691	8
939393636	1
2282357352	1
2205155946	7
2753692276	1
2721448566	1
2500461176	0
2342912634	3
2304508539	5
2101871227	7
2063467134	1
2226782853	1
2721055368	1
50856585	8
1910768266	7
151257739	3
2598896267	2
2265580170	2
2261779088	1
2154300049	6
2973500050	1
1796866708	10
983433876	1
132645526	3
2305688220	4
2878997149	1
2038563488	2
2808087206	0
2278163111	1
2113798826	1
2309620396	9
2573206190	3
2658796208	2
2159674033	2
1547829939	4
2742944435	2
2162164411	1
2713977532	1
2599420603	1
2345927361	34
134742728	8
2133852874	1
2666267344	1
2762343120	1
2909405906	0
3006137044	0
2183529176	16
2779644632	1
2495349467	4
2734818013	1
2945712862	0
2705720031	1
2967732957	0
2135294691	2
2528641763	1
93979365	16
2108949221	2
2771124967	1
2135425768	8
80478970	3
2518942458	1
2898526975	2
2963145475	1
2224030469	18
2785936133	2
2166620933	2
2317353737	4
2680292106	3
2591818511	1
2099643152	3
2952266515	0
2609513235	1
2103051030	5
2973238040	1
2230846234	1
2009989914	5
2697986844	2
2312110885	4
2136212261	1
2512651046	1
2529166119	13
2000552746	16
2103837482	1
2222457645	2
2705064750	0
2889351983	1
2899444528	1
2302673716	2
1225130805	4
2803761974	1
2097677111	1
2094531386	3
1254753082	1
2146304839	4
2312635209	1
2739798859	0
2322334549	1
2696676182	0
2111439708	4
2077885277	5
2130969438	4
2664170340	15
2291532646	1
2666660718	1
136708976	5
2660500339	1
1698300791	9
2432435066	3
2482242430	2
220988288	0
308937602	9
2197816194	3
3000107911	0
1217266570	5
2952135564	13
2329936780	4
2160591759	2
2120483732	1
2468610965	14
2072118165	10
802816920	2
2147484569	3
2664694685	1
2796684190	1
2631795618	1
2101216164	26
2073035685	17
2208170918	2
2973893544	1
115082159	1
